HMDB ID,Name,Chemical Formula,Monoisotopic Mass
HMDB00535,Caproic acid,C6H12O2,116.083729628
HMDB00536,Adenylsuccinic acid,C14H18N5O11P,463.074042955
HMDB00538,Adenosine triphosphate,C10H16N5O13P3,506.995745159
HMDB00539,Arabinonic acid,C5H10O6,166.047738052
HMDB00540,"5-Androstene-3b,16a,17a-triol",C19H30O3,306.219494826
HMDB00541,7b-Hydroxy-3-oxo-5b-cholanoic acid,C25H38O4,402.277009704
HMDB00542,8-Hydroxyadenine,C5H5N5O,151.049409807
HMDB00543,Benzenebutanoic acid,C10H12O2,164.083729628
HMDB00544,5-Hydroxymethyl-4-methyluracil,C6H8N2O3,156.053492132
HMDB00545,Chenodeoxycholic acid disulfate,C24H40O10S2,552.20628888
HMDB00546,Epietiocholanolone,C19H30O2,290.224580204
HMDB00547,Magnesium,Mg,23.985041898
HMDB00548,TG(10:0/10:0/10:0)[iso],C33H62O6,554.454639716
HMDB00549,Gamma-Butyrolactone,C4H6O2,86.036779436
HMDB00550,5-Androstenetriol,C19H30O3,306.219494826
HMDB00551,Etiocholanediol,C19H32O2,292.240230268
HMDB00552,3-Methylglutarylcarnitine,C13H23NO6,289.152537473
HMDB00553,"3L,7D,11D-Phytanic acid",C20H40O2,312.302830524
HMDB00554,Dihydroandrosterone,C19H32O2,292.240230268
HMDB00555,3-Methyladipic acid,C7H12O4,160.073558872
HMDB00556,"5b-Cholestane-3a,7a,12a,24,25-pentol",C27H48O5,452.350174646
HMDB00557,L-Alloisoleucine,C6H13NO2,131.094628665
HMDB00558,"5a-Cholestane-3a,7a,12a,23,25-pentol",C27H48O5,452.350174646
HMDB00559,3-Methoxy-4-hydroxyphenylethyleneglycol sulfate,C9H12O7S,264.030373428
HMDB00560,"5,8-Tetradecadienoic acid",C14H24O2,224.177630012
HMDB00561,B-Carotene,C40H56,536.438201792
HMDB00562,Creatinine,C4H7N3O,113.058911861
HMDB00563,D-Phenyllactic acid,C9H10O3,166.062994186
HMDB00564,PC(16:0/16:0),C40H80NO8P,733.562155053
HMDB00565,Galactonic acid,C6H12O7,196.058302738
HMDB00567,Cinnamic acid,C9H8O2,148.0524295
HMDB00568,D-Arabitol,C5H12O5,152.068473494
HMDB00569,Deoxypyridinoline,C18H28N4O7,412.19579927
HMDB00570,Coproporphyrin III,C36H38N4O8,654.268964212
HMDB00572,Desmosine,C24H40N5O8,526.287688281
HMDB00573,Elaidic acid,C18H34O2,282.255880332
HMDB00574,L-Cysteine,C3H7NO2S,121.019749163
HMDB00575,DL-Homocystine,C8H16N2O4S2,268.05514839
HMDB00576,Monoethyl malonic acid,C5H8O4,132.042258744
HMDB00577,5beta-Coprostanol,C27H48O,388.370516158
HMDB00579,Deuteroporphyrin IX,C30H30N4O4,510.226705468
HMDB00580,Chondroitin sulfate,C13H21NO15S,463.063189697
HMDB00582,"3,5-Diiodothyronine",C15H13I2NO4,524.893394749
HMDB00583,Docosanamide,C22H45NO,339.350115067
HMDB00585,Glucosylgalactosyl hydroxylysine,C18H34N2O13,486.206089184
HMDB00586,Potassium,K,38.963706861
HMDB00588,Sodium,Na,22.989769675
HMDB00590,Glutarylglycine,C7H11NO5,189.063722467
HMDB00592,Glucosamine 6-sulfate,C6H13NO8S,259.036187087
HMDB00593,PC(18:1(9Z)/18:1(9Z)) ,C44H84NO8P,785.593455181
HMDB00594,Glutamylphenylalanine,C14H18N2O5,294.121571696
HMDB00595,Hydrogen carbonate,CHO3,60.992568898
HMDB00596,Glucosylsphingosine,C24H47NO7,461.335252863
HMDB00598,Sulfide,S,31.97207069
HMDB00599,Chromium,Cr,51.940511904
HMDB00600,Galactosylhydroxylysine,C12H24N2O8,324.153265754
HMDB00601,Coprocholic acid,C27H46O5,450.334524582
HMDB00603,cis-4-Decenedioic acid,C10H16O4,200.104859
HMDB00606,D-2-Hydroxyglutaric acid,C5H8O5,148.037173366
HMDB00607,Cyanocobalamin,C63H89CoN14O14P,1355.575230332
HMDB00608,Cobalt,Co,58.933200194
HMDB00609,DL-Dopa,C9H11NO4,197.068807845
HMDB00610,"CE(18:2(9Z,12Z))",C45H76O2,648.584531676
HMDB00611,Coproporphyrin II,C36H38N4O8,654.268964212
HMDB00613,Erythronic acid,C4H8O5,136.037173366
HMDB00614,PS(16:0/16:0),C38H74NO10P,735.505034105
HMDB00617,2-Furoic acid,C5H4O3,112.016043994
HMDB00618,D-Ribulose 5-phosphate,C5H11O8P,230.01915384
HMDB00619,Cholic acid,C24H40O5,408.28757439
HMDB00620,Glutaconic acid,C5H6O4,130.02660868
HMDB00621,D-Ribulose,C5H10O5,150.05282343
HMDB00622,Ethylmalonic acid,C5H8O4,132.042258744
HMDB00623,Dodecanedioic acid,C12H22O4,230.151809192
HMDB00624,D-Leucic acid,C6H12O3,132.07864425
HMDB00625,Gluconic acid,C6H12O7,196.058302738
HMDB00626,Deoxycholic acid,C24H40O4,392.292659768
HMDB00628,Epitestosterone,C19H28O2,288.20893014
HMDB00629,Chondroitin,C14H21NO11,379.111460519
HMDB00630,Cytosine,C4H5N3O,111.043261797
HMDB00631,Deoxycholic acid glycine conjugate,C26H43NO5,449.314123491
HMDB00632,Dermatan,,
HMDB00633,D-Biopterin,C9H11N5O3,237.086189243
HMDB00634,Citraconic acid,C5H6O4,130.02660868
HMDB00635,Succinylacetone,C7H10O4,158.057908808
HMDB00637,Chenodeoxycholic acid glycine conjugate,C26H43NO5,449.314123491
HMDB00638,Dodecanoic acid,C12H24O2,200.177630012
HMDB00639,Galactaric acid,C6H10O8,210.037567296
HMDB00640,Levoglucosan,C6H10O5,162.05282343
HMDB00641,L-Glutamine,C5H10N2O3,146.069142196
HMDB00642,Erythronilic acid,C5H10O3,118.062994186
HMDB00643,Coproporphyrin I,C36H38N4O8,654.268964212
HMDB00644,Coproporphyrin IV,C36H38N4O8,654.268964212
HMDB00645,Galactose 1-phosphate,C6H13O9P,260.029718526
HMDB00646,L-Arabinose,C5H10O5,150.05282343
HMDB00648,Galactosylsphingosine,C24H47NO7,461.335252863
HMDB00649,Clionasterol,C29H50O,414.386166222
HMDB00650,D-Alpha-aminobutyric acid,C4H9NO2,103.063328537
HMDB00651,Decanoylcarnitine,C17H33NO4,315.240958549
HMDB00652,Chondroitin 4-sulfate,C14H21NO15S,475.063189697
HMDB00653,Cholesterol sulfate,C27H46O4S,466.31168065
HMDB00655,"Cholestane-3,7,12,25-tetrol",C27H48O4,436.355260024
HMDB00656,Cysteineglutathione disulfide,C13H22N4O8S2,426.08790508
HMDB00657,Copper,Cu,62.929601079
HMDB00658,CE(16:1(9Z)),C43H74O2,622.568881612
HMDB00659,Deoxycholic acid disulfate,C24H40O10S2,552.20628888
HMDB00660,D-Fructose,C6H12O6,180.063388116
HMDB00661,Glutaric acid,C5H8O4,132.042258744
HMDB00662,Fluoride,F,18.998403205
HMDB00663,Glucaric acid,C6H10O8,210.037567296
HMDB00664,Isohyodeoxycholic acid,C24H40O4,392.292659768
HMDB00665,Leucinic acid,C6H12O3,132.07864425
HMDB00666,Heptanoic acid,C7H14O2,130.099379692
HMDB00667,L-Thyronine,C15H15NO4,273.100107973
HMDB00668,Hematoporphyrin IX,C34H38N4O6,598.279134968
HMDB00669,Ortho-Hydroxyphenylacetic acid,C8H8O3,152.047344122
HMDB00670,Homo-L-arginine,C7H16N4O2,188.127325776
HMDB00671,Indolelactic acid,C11H11NO3,205.073893223
HMDB00672,Hexadecanedioic acid,C16H30O4,286.214409448
HMDB00673,Linoleic acid,C18H32O2,280.240230268
HMDB00674,PA(16:0/16:0),C35H69O8P,648.473005696
HMDB00675,Iodine,I2,253.80893684
HMDB00676,L-Homocystine,C8H16N2O4S2,268.05514839
HMDB00678,Isovalerylglycine,C7H13NO3,159.089543287
HMDB00679,Homocitrulline,C7H15N3O3,189.111341361
HMDB00682,Indoxyl sulfate,C8H7NO4S,213.009578407
HMDB00683,Harderoporphyrin,C35H36N4O6,608.263484904
HMDB00684,L-Kynurenine,C10H12N2O3,208.08479226
HMDB00686,Isoursodeoxycholic acid,C24H40O4,392.292659768
HMDB00687,L-Leucine,C6H13NO2,131.094628665
HMDB00688,Isovalerylcarnitine,C12H23NO4,245.162708229
HMDB00689,Isocaproic acid,C6H12O2,116.083729628
HMDB00691,Malonic acid,C3H4O4,104.010958616
HMDB00692,Fe2+,Fe,55.934942133
HMDB00693,Heparan sulfate,C14H23NO21S3,636.992468873
HMDB00694,L-2-Hydroxyglutaric acid,C5H8O5,148.037173366
HMDB00695,Ketoleucine,C6H10O3,130.062994186
HMDB00696,L-Methionine,C5H11NO2S,149.051049291
HMDB00697,Isocoproporphyrin,C36H38N4O8,654.268964212
HMDB00698,Lithocholic acid glycine conjugate,C26H43NO4,433.319208869
HMDB00699,1-Methylnicotinamide,C7H9N2O,137.07148792
HMDB00700,Hydroxypropionic acid,C3H6O3,90.031694058
HMDB00701,Hexanoylglycine,C8H15NO3,173.105193351
HMDB00703,Mandelic acid,C8H8O3,152.047344122
HMDB00704,Isoxanthopterin,C6H5N5O2,179.044324429
HMDB00705,Hexanoylcarnitine,C13H25NO4,259.178358293
HMDB00706,L-Aspartyl-L-phenylalanine,C13H16N2O5,280.105921632
HMDB00707,4-Hydroxyphenylpyruvic acid,C9H8O4,180.042258744
HMDB00708,Glycoursodeoxycholic acid,C26H43NO5,449.314123491
HMDB00709,L-Cysteinylglycine disulfide,C8H15N3O5S2,297.045311985
HMDB00710,4-Hydroxybutyric acid,C4H8O3,104.047344122
HMDB00711,Hydroxyoctanoic acid,C8H16O3,160.109944378
HMDB00712,Hexadecanedioic acid mono-L-carnitine ester,C23H43NO6,429.309038113
HMDB00713,Isoallolithocholic acid,C24H40O3,376.297745146
HMDB00714,Hippuric acid,C9H9NO3,179.058243159
HMDB00715,Kynurenic acid,C10H7NO3,189.042593095
HMDB00716,L-Pipecolic acid,C6H11NO2,129.078978601
HMDB00717,Isolithocholic acid,C24H40O3,376.297745146
HMDB00718,Isovaleric acid,C5H10O2,102.068079564
HMDB00719,L-Homoserine,C4H9NO3,119.058243159
HMDB00720,Levulinic acid,C5H8O3,116.047344122
HMDB00721,Glycylproline,C7H12N2O3,172.08479226
HMDB00722,Lithocholyltaurine,C26H45NO5S,483.301844245
HMDB00725,4-Hydroxyproline,C5H9NO3,131.058243159
HMDB00726,Isovalerylglutamic acid,C10H17NO5,231.110672659
HMDB00727,L-Threoneopterin,C9H11N5O4,253.081103865
HMDB00728,Hydroxypropionic porphyrin III,C39H38N4O14,786.238451944
HMDB00729,Alpha-Hydroxyisobutyric acid,C4H8O3,104.047344122
HMDB00730,Isobutyrylglycine,C6H11NO3,145.073893223
HMDB00731,Cysteine-S-sulfate,C3H7NO5S2,200.976563719
HMDB00732,Hydroxykynurenine,C10H12N2O4,224.079706882
HMDB00733,Hyodeoxycholic acid,C24H40O4,392.292659768
HMDB00734,Indoleacrylic acid,C11H9NO2,187.063328537
HMDB00735,Hydroxyphenylacetylglycine,C10H11NO4,209.068807845
HMDB00736,Isobutyryl-L-carnitine,C11H21NO4,231.147058165
HMDB00737,Heptacarboxylporphyrin I,C39H38N4O14,786.238451944
HMDB00738,Indole,C8H7N,117.057849229
HMDB00739,Isodesmosine,C24H40N5O8,526.287688281
HMDB00740,Lactulose,C12H22O11,342.116211546
HMDB00742,Homocysteine,C4H9NO2S,135.035399227
HMDB00743,Hexacarboxylporphyrin I,C38H38N4O12,742.2486227
HMDB00744,Malic acid,C4H6O5,134.021523302
HMDB00745,Homocarnosine,C10H16N4O3,240.122240398
HMDB00746,Hydroxyisocaproic acid,C6H12O3,132.07864425
HMDB00747,Isovalerylalanine,C8H15NO3,173.105193351
HMDB00748,L-3-Phenyllactic acid,C9H10O3,166.062994186
HMDB00749,Mesaconic acid,C5H6O4,130.02660868
HMDB00750,3-Hydroxymandelic acid,C8H8O4,168.042258744
HMDB00751,L-Threo-2-pentulose,C5H10O5,150.05282343
HMDB00752,Methylglutaric acid,C6H10O4,146.057908808
HMDB00753,3-Hexanone,C6H12O,100.088815006
HMDB00754,3-Hydroxyisovaleric acid,C5H10O3,118.062994186
HMDB00755,Hydroxyphenyllactic acid,C9H10O4,182.057908808
HMDB00756,L-Hexanoylcarnitine,C13H25NO4,259.178358293
HMDB00757,Glycogen,C24H42O21,666.221858406
HMDB00759,Glycyl-L-leucine,C8H16N2O3,188.116092388
HMDB00760,Hyocholic acid,C24H40O5,408.28757439
HMDB00761,Lithocholic acid,C24H40O3,376.297745146
HMDB00763,5-Hydroxyindoleacetic acid,C10H9NO3,191.058243159
HMDB00764,Hydrocinnamic acid,C9H10O2,150.068079564
HMDB00765,Mannitol,C6H14O6,182.07903818
HMDB00766,N-Acetyl-L-alanine,C5H9NO3,131.058243159
HMDB00767,Pseudouridine,C9H12N2O6,244.069536126
HMDB00768,N-Acetyl-9-O-lactoylneuraminic acid,C14H23NO11,381.127110583
HMDB00770,N-Glycoloylganglioside GM2,C43H85NO8,743.627518701
HMDB00772,Nonadecanoic acid,C19H38O2,298.28718046
HMDB00773,N-Acetyl-a-neuraminic acid,C11H19NO9,309.105981211
HMDB00774,Pregnenolone sulfate,C21H32O5S,396.197044824
HMDB00779,Phenyllactic acid,C9H10O3,166.062994186
HMDB00780,Porphinehexacarboxylic acid,C38H38N4O12,742.2486227
HMDB00781,N-Acetylgalactosamine 4-sulphate,C8H15NO9S,301.046751773
HMDB00782,Octadecanedioic acid,C18H34O4,314.245709576
HMDB00783,Propionylglycine,C5H9NO3,131.058243159
HMDB00784,Azelaic acid,C9H16O4,188.104859
HMDB00785,N-Acetyl-7-O-acetylneuraminic acid,C13H21NO10,351.116545897
HMDB00786,Oxypurinol,C5H4N4O2,152.033425392
HMDB00787,Sapropterin,C9H15N5O3,241.117489371
HMDB00788,Orotidine,C10H12N2O8,288.05936537
HMDB00789,Pentacarboxylporphyrin I,C37H38N4O10,698.258793456
HMDB00790,N-Palmitoylsphingosine,C34H67NO3,537.512095015
HMDB00791,L-Octanoylcarnitine,C15H29NO4,287.209658421
HMDB00792,Sebacic acid,C10H18O4,202.120509064
HMDB00793,Monoiodothyronine,C15H14INO4,398.996751361
HMDB00794,N-Acetyl-9-O-acetylneuraminic acid,C13H21NO10,351.116545897
HMDB00795,Pristanic acid,C19H38O2,298.28718046
HMDB00796,N-Acetyl-4-O-acetylneuraminic acid,C13H21NO10,351.116545897
HMDB00797,SAICAR,C13H19N4O12P,454.073708604
HMDB00798,Oenanthic ether,C9H18O2,158.13067982
HMDB00801,Phytanic acid,C20H40O2,312.302830524
HMDB00802,Pterin,C6H5N5O,163.049409807
HMDB00803,Beta-N-Acetylglucosamine,C8H15NO6,221.089937217
HMDB00805,Pyrrolidonecarboxylic acid,C5H7NO3,129.042593095
HMDB00806,Myristic acid,C14H28O2,228.20893014
HMDB00807,3-Phosphoglyceric acid,C3H7O7P,185.99293909
HMDB00808,N-Butyrylglycine,C6H11NO3,145.073893223
HMDB00809,N-Glycoloylganglioside GM1,C77H139N3O30,1585.944340123
HMDB00810,Dimethylprotoporphyrin IX dimethyl ester,C36H38N4O4,590.289305724
HMDB00811,Murocholic acid,C24H40O4,392.292659768
HMDB00812,N-Acetyl-L-aspartic acid,C6H9NO5,175.048072403
HMDB00814,N-Acetylglucosamine 6-sulfate,C8H15NO9S,301.046751773
HMDB00815,Pseudouroporphyrin,C39H38N4O14,786.238451944
HMDB00816,Phosphoglycolic acid,C2H5O6P,155.982374404
HMDB00817,Orinapterin,C9H11N5O3,237.086189243
HMDB00819,Normetanephrine,C9H13NO3,183.089543287
HMDB00820,Propyl alcohol,C3H8O,60.057514878
HMDB00821,Phenylacetylglycine,C10H11NO3,193.073893223
HMDB00822,p-Hydroxymandelic acid,C8H8O4,168.042258744
HMDB00824,Propionylcarnitine,C10H19NO4,217.131408101
HMDB00825,3'-Sialyllactose,C23H39NO19,633.211628071
HMDB00826,Pentadecanoic acid,C15H30O2,242.224580204
HMDB00827,Stearic acid,C18H36O2,284.271530396
HMDB00828,Ureidosuccinic acid,C5H8N2O5,176.043321376
HMDB00829,N-Stearoylsphingosine,C36H71NO3,565.543395143
HMDB00830,Neuraminic acid,C9H17NO8,267.095416525
HMDB00831,N-Lignoceroylsphingosine,C42H83NO3,649.637295527
HMDB00832,Capryloylglycine,C10H19NO3,201.136493479
HMDB00833,N-Glycolylneuraminic acid,C11H19NO10,325.100895833
HMDB00839,Pentaporphyrin I,C20H14N4,310.121846468
HMDB00840,Salicyluric acid,C9H9NO4,195.053157781
HMDB00841,N-Acetylgalactosamine 6-sulfate,C8H15NO9S,301.046751773
HMDB00842,Quinaldic acid,C10H7NO2,173.047678473
HMDB00843,"N-Acetylgalactosamine 4,6-disulfate",C8H15NO12S2,381.003566329
HMDB00845,Neopterin,C9H11N5O4,253.081103865
HMDB00847,Pelargonic acid,C9H18O2,158.13067982
HMDB00848,Stearoylcarnitine,C25H49NO4,427.366159061
HMDB00849,Rhamnose,C6H12O5,164.068473494
HMDB00851,Pyridinoline,C18H28N4O8,428.190713892
HMDB00852,Beta-Sitosterol,C29H50O,414.386166222
HMDB00853,N-Acetyl-b-D-galactosamine,C8H15NO6,221.089937217
HMDB00854,Formiminoglutamic acid,C6H10N2O4,174.064056818
HMDB00855,Nicotinamide riboside,C11H15N2O5,255.0980966
HMDB00856,N-a-Acetylcitrulline,C8H15N3O4,217.106255983
HMDB00857,Pimelic acid,C7H12O4,160.073558872
HMDB00858,Monomethyl glutaric acid,C6H10O4,146.057908808
HMDB00859,Methylhippuric acid,C10H11NO3,193.073893223
HMDB00860,Phenylpropionylglycine,C11H13NO3,207.089543287
HMDB00863,Isopropyl alcohol,C3H8O,60.057514878
HMDB00865,Muricholic acid,C24H40O5,408.28757439
HMDB00866,N-Acetyl-L-tyrosine,C11H13NO4,223.084457909
HMDB00867,Ribonic acid,C5H10O6,166.047738052
HMDB00868,Xylulose 5-phosphate,C5H11O8P,230.01915384
HMDB00869,Uroporphyrin II,C48H54N4O16,942.3534817
HMDB00870,Histamine,C5H9N3,111.079647303
HMDB00871,5alpha-Cholestanone,C27H46O,386.354866094
HMDB00872,Tetradecanedioic acid,C14H26O4,258.18310932
HMDB00873,4-Methylcatechol,C7H8O2,124.0524295
HMDB00874,Tauroursodeoxycholic acid,C26H45NO6S,499.296758867
HMDB00875,Trigonelline,C7H7NO2,137.047678473
HMDB00876,Vitamin D3,C27H44O,384.33921603
HMDB00877,Umanopterin,C9H11N5O4,253.081103865
HMDB00878,Ergosterol,C28H44O,396.33921603
HMDB00879,Tetrahydrodeoxycorticosterone,C21H34O3,334.250794954
HMDB00881,Xanthurenic acid,C10H7NO4,205.037507717
HMDB00883,L-Valine,C5H11NO2,117.078978601
HMDB00884,Ribothymidine,C10H14N2O6,258.08518619
HMDB00885,CE(16:0),C43H76O2,624.584531676
HMDB00887,Hemin,C34H32ClFeN4O4,651.146150372
HMDB00888,Undecanedioic acid,C11H20O4,216.136159128
HMDB00889,Tauroursocholic acid,C26H45NO7S,515.291673489
HMDB00890,Uroporphyrin IV,C40H38N4O16,830.228281188
HMDB00892,Valeric acid,C5H10O2,102.068079564
HMDB00893,Suberic acid,C8H14O4,174.089208936
HMDB00894,Vinylacetylglycine,C6H9NO3,143.058243159
HMDB00895,Acetylcholine ,C7H16NO2,146.118103761
HMDB00896,Taurodeoxycholic acid,C26H45NO6S,499.296758867
HMDB00897,7-Methylguanine,C6H7N5O,165.065059871
HMDB00898,1-Methylhistamine,C6H11N3,125.095297367
HMDB00899,Androstanedione,C19H28O2,288.20893014
HMDB00900,Ergocalciferol,C28H44O,396.33921603
HMDB00901,Valproic acid glucuronide,C14H24O8,320.147117744
HMDB00902,NAD,C21H28N7O14P2,664.116946663
HMDB00903,Tetrahydrocortisone,C21H32O5,364.224974134
HMDB00904,Citrulline,C6H13N3O3,175.095691297
HMDB00905,Deoxyadenosine monophosphate,C10H14N5O6P,331.068169717
HMDB00906,Trimethylamine,C3H9N,59.073499293
HMDB00907,Sulfolithocholic acid,C24H40O6S,456.254559702
HMDB00908,5alpha-Cholestanol,C27H48O,388.370516158
HMDB00909,trans-4-Hydroxycyclohexylacetic acid,C8H14O3,158.094294314
HMDB00910,Tridecanoic acid,C13H26O2,214.193280076
HMDB00912,Succinyladenosine,C14H17N5O8,383.107712545
HMDB00913,Vanillactic acid,C10H12O5,212.068473494
HMDB00916,Uroporphyrin III,C40H38N4O16,830.228281188
HMDB00917,Ursocholic acid,C24H40O5,408.28757439
HMDB00918,CE(18:1(9Z)),C45H78O2,650.60018174
HMDB00920,11a-Hydroxyprogesterone,C21H30O3,330.219494826
HMDB00921,Cholestenone,C27H44O,384.33921603
HMDB00922,Taurallocholic acid,C26H45NO7S,515.291673489
HMDB00925,Trimethylamine N-oxide,C3H9NO,75.068413915
HMDB00926,Pyridine,C5H5N,79.042199165
HMDB00927,Valerylglycine,C7H13NO3,159.089543287
HMDB00929,L-Tryptophan,C11H12N2O2,204.089877638
HMDB00930,trans-Cinnamic acid,C9H8O2,148.0524295
HMDB00932,Tauro-b-muricholic acid,C26H45NO7S,515.291673489
HMDB00933,Traumatic acid,C12H20O4,228.136159128
HMDB00934,Uridine diphosphate acetylgalactosamine 4-sulfate,C17H27N3O20P2S,687.038384033
HMDB00935,Uridine diphosphate glucuronic acid,C15H22N2O18P2,580.034284934
HMDB00936,Uroporphyrin I,C40H38N4O16,830.228281188
HMDB00937,Stigmasterol,C29H48O,412.370516158
HMDB00939,S-Adenosylhomocysteine,C14H20N6O5S,384.12158847
HMDB00940,Threonolactone,C4H6O4,118.02660868
HMDB00941,Cholest-5-ene,C27H46,370.359951472
HMDB00942,Tetrahydroneopterin,C9H15N5O4,257.112403993
HMDB00943,Threonic acid,C4H8O5,136.037173366
HMDB00944,Behenic acid,C22H44O2,340.334130652
HMDB00946,Ursodeoxycholic acid,C24H40O4,392.292659768
HMDB00947,Undecanoic acid,C11H22O2,186.161979948
HMDB00949,Tetrahydrocortisol,C21H34O5,366.240624198
HMDB00950,Cer(d18:1/23:0),C41H81NO3,635.621645463
HMDB00951,Taurochenodesoxycholic acid,C26H45NO6S,499.296758867
HMDB00953,Suberylglycine,C10H17NO5,231.110672659
HMDB00954,trans-Ferulic acid,C10H10O4,194.057908808
HMDB00955,Isoferulic acid,C10H10O4,194.057908808
HMDB00956,Tartaric acid,C4H6O6,150.016437924
HMDB00957,Pyrocatechol,C6H6O2,110.036779436
HMDB00958,trans-Aconitic acid,C6H6O6,174.016437924
HMDB00959,Tiglylglycine,C7H11NO3,157.073893223
HMDB00960,dGDP,C10H15N5O10P2,427.029414749
HMDB00961,Farnesyl pyrophosphate,C15H28O7P2,382.131026274
HMDB00962,Lipoamide,C8H15NOS2,205.059505487
HMDB00963,5-Methylthioribose 1-phosphate,C6H13O7PS,260.011959972
HMDB00965,Hypotaurine,C2H7NO2S,109.019749163
HMDB00968,"1D-Myo-inositol 1,4-bisphosphate",C6H14O12P2,339.996048936
HMDB00969,"1,25-Dihydroxyvitamin D3-26,23-lactone",C27H40O5,444.28757439
HMDB00972,10-Formyltetrahydrofolate,C20H23N7O7,473.165896125
HMDB00973,Hydrogen phosphate,HO4P,95.961245032
HMDB00975,Trehalose,C12H22O11,342.116211546
HMDB00977,3-Hexaprenyl-4-hydroxy-5-methoxybenzoic acid,C38H56O4,576.41786028
HMDB00978,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",C10H9NO4,207.053157781
HMDB00980,Dihydroneopterin triphosphate,C9H16N5O13P3,494.995745159
HMDB00981,"4a-Methyl-5a-cholesta-8,24-dien-3-one",C28H44O,396.33921603
HMDB00982,5-Methylcytidine,C10H15N3O5,257.101170605
HMDB00985,Dihydrolipoamide,C8H17NOS2,207.075155551
HMDB00988,S-Adenosylmethioninamine,C14H23N6O3S,355.155234322
HMDB00990,Acetaldehyde,C2H4O,44.02621475
HMDB00991,DL-2-Aminooctanoic acid,C8H17NO2,159.125928793
HMDB00992,3-Succinoylpyridine,C9H9NO3,179.058243159
HMDB00994,Dolichyl phosphate D-mannose,C6H13O9P,260.029718526
HMDB00995,16-Dehydroprogesterone,C21H28O2,312.20893014
HMDB00996,3-Sulfinoalanine,C3H7NO4S,153.009578407
HMDB00998,dCTP,C9H16N3O13P3,466.989597149
HMDB00999,Phosphoribosylformylglycineamidine,C8H16N3O8P,313.067501015
HMDB01000,dUDP,C9H14N2O11P2,388.007282324
HMDB01003,Adenosine phosphosulfate,C10H14N5O10PS,427.019898895
HMDB01004,Oxoamide,C10H12N2O2,192.089877638
HMDB01005,(S)-Ureidoglycolic acid,C3H6N2O4,134.03275669
HMDB01007,3-Pyridinebutanoic acid,C9H11NO2,165.078978601
HMDB01008,Biliverdin,C33H34N4O6,582.24783484
HMDB01009,N-Methylnicotinium,C11H17N2,177.139173554
HMDB01010,Nicotine imine,C10H13N2,161.107873426
HMDB01011,Methacrylyl-CoA,C25H40N7O17P3S,835.141423115
HMDB01013,Cotinine glucuronide,C16H20N2O7,352.127051004
HMDB01014,4-Imidazolone-5-propionic acid,C6H8N2O3,156.053492132
HMDB01015,N-Formyl-L-methionine,C6H11NO3S,177.045963913
HMDB01016,D-4'-Phosphopantothenate,C9H18NO8P,299.077003069
HMDB01018,UDP-D-Xylose,C14H22N2O16P2,536.04445569
HMDB01020,"N,N-Dimethylaniline",C8H11N,121.089149357
HMDB01021,Malyl-CoA,C25H40N7O20P3S,883.126166981
HMDB01022,Succinyl-CoA,C25H40N7O19P3S,867.131252359
HMDB01023,"4,4-Dimethylcholesta-8,14,24-trienol",C29H46O,410.354866094
HMDB01024,Phosphohydroxypyruvic acid,C3H5O7P,183.977289026
HMDB01028,25-Azacholesterol,C26H45NO,387.350115067
HMDB01030,3'-Ketolactose,C12H20O11,340.100561482
HMDB01031,Deoxyribose 5-phosphate,C5H11O7P,214.024239218
HMDB01032,Dehydroepiandrosterone sulfate,C19H28O5S,368.165744696
HMDB01033,Hydrogen sulfite,HO3S,80.964639588
HMDB01035,Angiotensin II,C50H71N13O12,1045.534514801
HMDB01036,Angiotensin III,C46H66N12O9,930.50757177
HMDB01038,Angiotensin IV,C40H54N8O8,774.406460744
HMDB01039,Hydroxide,HO,17.002739654
HMDB01041,2-Methylbutyryl-CoA,C26H44N7O17P3S,851.172723243
HMDB01043,Arachidonic acid,C20H32O2,304.240230268
HMDB01044,2'-Deoxyguanosine 5'-monophosphate,C10H14N5O7P,347.063084339
HMDB01045,Enkephalin L,C28H37N5O7,555.269298563
HMDB01046,Cotinine,C10H12N2O,176.094963016
HMDB01047,"D-Fructose 2,6-bisphosphate",C6H14O12P2,339.996048936
HMDB01049,Gamma-Glutamylcysteine,C8H14N2O5S,250.062342258
HMDB01050,Hypochlorite,ClO,50.963767329
HMDB01051,Glyceraldehyde,C3H6O3,90.031694058
HMDB01052,(S)-3-Hydroxyisobutyryl-CoA,C25H42N7O18P3S,853.151987801
HMDB01054,Dolichyl b-D-glucosyl phosphate,C21H39O9P,466.233169358
HMDB01056,Dihydrofolic acid,C19H21N7O6,443.155331439
HMDB01057,3-Methylglutaconyl-CoA,C27H42N7O19P3S,893.146902423
HMDB01058,"Fructose 1,6-bisphosphate",C6H14O12P2,339.996048936
HMDB01059,"Inositol 1,3,4,5-tetraphosphate",C6H16O18P4,499.928709756
HMDB01060,Ubiquinol 8,C49H78O4,730.590010984
HMDB01061,Iodate,IO3,174.889212286
HMDB01062,N-Acetyl-D-Glucosamine 6-Phosphate,C8H16NO9P,301.056267627
HMDB01063,"3-Hexaprenyl-4,5-Dihydroxybenzoic acid",C37H54O4,562.402210216
HMDB01064,Linoleoyl-CoA,C39H66N7O17P3S,1029.344873947
HMDB01065,2-Hydroxyphenethylamine,C8H11NO,137.084063979
